User,Reply,Likes,Retweets
FredrickMakomb5,@kipmurkomen It starts with bbi,0,0
john_agok,"@kipmurkomen In other words the presidency of BABA is inevitable, why does it matter to you if ODM becomes the 4th… https://t.co/eRpS6io9hM",1,0
CLaititi,@kipmurkomen https://t.co/nwPHq4Jz9u,0,0
CharlyAustin254,@kipmurkomen When you were  voting for Uhuru Kenyatta thrice did you expect him to rule or to go back to Gatundu? I… https://t.co/ZYxsyYHUki,1,0
Zoundbytez,@kipmurkomen Wow. Kama kunge kua na phd na ya kuongea takataka ungekua professor 😂😂😂,0,0
Abumasu61970374,@kipmurkomen Senator tell us the other 3 big parties.,0,0
GeorgeK81650039,@kipmurkomen All kenyan need is baba presidency hizo zingine hayatuhusu sisi kma asmio,1,0
GicheruMunyua,@kipmurkomen When he said will suprise many I thought will endorse Atwoli or Anyang Nyong.,0,0
nyambs1,@kipmurkomen You used to tell us that he’s your friend who calls u regularly. In same spirit call him n advice accordingly…,0,0
limundi,@kipmurkomen Kwani wewe una kula gapi!!,0,0
KukuboNixon,"@kipmurkomen Fourth largest after which parties?
Don't mention ANC and FORD Kenya anywhere",0,0
GodwinOyindo,@kipmurkomen 😂😂😂Are you crying on Raila's behalf?,0,0
levertwarain,@kipmurkomen Naaaahhh.... U are just trying to twist the brains of those who don't know.... And unfortunately they… https://t.co/otOhWUboGx,0,0
MaryJabulana,"@kipmurkomen Would  he have been doing the same if he supported SWR? This is what is called cheap propaganda. KM, I… https://t.co/QtUREq0vIH",0,0
jarachar,@kipmurkomen What does it matter to you?,0,0
montekajamaa,@kipmurkomen Sounds ok,0,0
SharwaaMohamed,@kipmurkomen That is none of your business focus on UDA agenda,0,0
PaulineNjau5,@kipmurkomen Bado you still doubt that Uhuru is supporting Raila. The earlier you come to terms with this...and acc… https://t.co/htIx556LFX,1,0
informeranonymo,@kipmurkomen We don't want your advice,0,0
silasbogonko,"@kipmurkomen By promising to support Ruto on   ""KUMI yangu na KUMI yako""  was he seeking to extend his reign ? Wapumbavu Kenya ni wachache !",20,7
Oliverswalah,@kipmurkomen ODM shall remain the number 1 party in the country. Jubilee had a plan to finish it but it eventually… https://t.co/Vti3a3CZvH,0,0
LettingEzekiel,@kipmurkomen Perfect reasoning.,0,0
SaitotiEvans,@kipmurkomen Wivu itakuuwua 😂😂,0,0
freddiesnr,@kipmurkomen Endelea kujichocha namna hio hio,0,0
afrimac_limited,@kipmurkomen https://t.co/8C2Sx715m6,0,0
Jemohj254,@kipmurkomen I don't care as long as RAO is the 5th,1,0
frankamol1,@kipmurkomen Shameless you are,0,0
OukoEvone,@kipmurkomen At 1st you people said Raila is being played by Uhuru and Ruto ... Ona sasa unataka kulia! Ngojeni mpangwe and mtaamini tu,0,0
billsamoferro1,"@kipmurkomen ☄️☄️Just in 
Keenly designed leather seat covers for your car seats. 
Delivery;; fitting countrywide… https://t.co/c0CGIf77nN",0,0
bennybushman,"@kipmurkomen That should make you happy.....your party and Bossom friend for years, still reigns",0,0
oduor_jerry,@kipmurkomen You silly creatures supporting the so called hustler I think u don't have anything upstairs..how can a… https://t.co/2OYWRsI4Ks,0,0
lucy_kavivi,@kipmurkomen Hii ndio ilifanya ufungiwe nje wewe,0,0
muthurimugi01,"@kipmurkomen Wacha porojo, huyo Baba ndiye tunapea kura August. So if Uhuru supported the chief looter it would  me… https://t.co/NHEBi2zLFX",0,0
DeeTee77871259,@kipmurkomen I think you should be worried about UDA more since they are not likely to win seats outside Kalenjin land ....,0,0
KwachMeshark,"@kipmurkomen Natembaya said this man had bloated ego when he was majority leader, that was a very accurate observation",0,0
godfrey_augo,@kipmurkomen Ulifinywa kwa gari uka amka tu na hii? Even minions who risk re-election calling @RailaOdinga puppet t… https://t.co/Qz5vkiL9Qx,0,0
4adb6c57e89d410,@kipmurkomen Since when did Raila become a puppet? That's an insult,0,0
Mawe_za_riots,@kipmurkomen shut up murkomeno.... we already know your stupid lame tactics! we're 20 steps ahead of you as team az… https://t.co/4ctPfunVOC,0,0
ckiaye,"@kipmurkomen George Bush Jr.,Bill Clinton, our very own Barrack Obama campaigned for 79years old Joe Biden. Where t… https://t.co/LoeKInB0Vp",0,0
josee_mchelsea,@kipmurkomen Can you prove that in a court of law?,0,0
mstariwa_mbele,@kipmurkomen Then bring BBI back to make Uhuru a powerful prime minister. Uhuru Knows Baba is not fit to lead the c… https://t.co/jEU0Gr8RX1,0,0
MarcusMozzziah,@kipmurkomen BBI never died,0,0
pixleykabs,"@kipmurkomen since Mt kenya love their son Raila, dont you think by implication you are telling them to vote him ba… https://t.co/PB8zJGG4D0",0,0
Perfformer,@kipmurkomen KUMI YANGU NA YA RUTO KUMI. Wasn't that an extension of Uhuru ruling beyond his term? And you clapped… https://t.co/lIhA3C9h8G,0,0
felix86173109,@kipmurkomen it is ok bro relax,0,0
MchembreCaleb,@kipmurkomen People are just bitter for nothing  even grown ups who are suppose to be composed and giving directions 😂😂,1,1
Nelson36800950,@kipmurkomen Pili pili usioila yakuwashia nini babu,0,0
wycliffegilbe10,@kipmurkomen Funga mdomo Sasa.,0,0
FrankMw12,@kipmurkomen Endelea kufoka,0,0
iamdanielkeya,"@kipmurkomen The reason my vote goes to Raila Odinga 
It's his mind and vision for this country
▶️See his insightfu… https://t.co/ezZPgcom9N",1,0
tollahbahi1,"@kipmurkomen When Kibaki supported Uhuru,was Uhuru puppet?If Uhuru supported Ruto would Ruto be a puppet?Bwana if h… https://t.co/Ee3XhLnIko",0,0
nyamo29613956,@kipmurkomen Continue saying bottom up economy bwana kipchumba.,0,0
William26080657,@kipmurkomen Hatuna mtu mwingine afadhari kuliko raira for now,0,0
Nivlake,@kipmurkomen Whatever makes you sleep well at night man.,0,0
kevinkituyi3,"@kipmurkomen Raila has vied like 4 times, without being anyone's project.",0,0
KavaeKungu,"@kipmurkomen I would not call Raila Uhuru's puppet, did you miss the part where you all lost to him but rigged him out.",0,0
OdangaSamson,@kipmurkomen Útajua haujui,0,0
emilionos,@kipmurkomen It's not easy to concede this early muhesh.,0,0
AliciaFredrick5,@kipmurkomen Raila can never be a puppet even in your dreams...neither can he be a government project....you will n… https://t.co/5rYCxqBadZ,0,0
MogwedhiC,"@kipmurkomen Just the other day you were looking for uhuru sapot,was it going to make ruto a pupet?its good u r adv… https://t.co/MsjRyYBx3Z",0,0
DanielOkwaro14,@kipmurkomen You think like a class four pupil.,0,0
NimrodGuantai,@kipmurkomen Keep crying.,0,0
ptrmakori,@kipmurkomen wewe ukiona baba ni mtu hvi hivi try something else. https://t.co/h3CDFWZDR0,0,0
Mkenya248,@kipmurkomen Je unakumbuka ?? Shughulikia maendeleo katika eneo lako baadala ya porojo mingi. https://t.co/52AOQ8hg06,3,0
EphraimNgugi,@kipmurkomen You use Raila odinga and puppet in the same sentence? Enyewe hata haya hamna. 😂😂😂😂😂,0,0
MoneyllCash,@kipmurkomen https://t.co/d114nJ9dI1,0,0
P56597637,"@kipmurkomen Yangu kumi yake Kumi

😂😂😂😂",0,0
binmtawali,@kipmurkomen I can imagine the pain you go through day and night,0,0
agutu_bernard,@kipmurkomen https://t.co/gBeHqOeGSp,0,0
rawila7777,"@kipmurkomen Why oh why? Good counsel, that Azimio failure should bother you this much, really?",0,0
freddie0777,@kipmurkomen If he was to support ruto's kumi..as in kumi yangu kumi ya ruto... would he be still extending his rei… https://t.co/8PClWY2X39,0,0
achoki_duncan,@kipmurkomen Its okay prophet.,0,0
ElvoElviso,"@kipmurkomen Worry not, he is a Kenyan voter with right to vote a preferred candidate like any other person.. Pungu… https://t.co/LlbotBPd35",2,0
MangeniMoze,"@kipmurkomen Kabila installed Shisekedi who emerged second, isn't he governing DRC?, even replaced the speaker of N… https://t.co/URsvv0rLR8",0,0
JoUMIRA,"@kipmurkomen A new narrative, in deed Ruto is headed to Sugoi, you have just confirmed it.",0,0
jaymonize254,@kipmurkomen We shall subscribe to your lies,1,0
otuoma31,"@kipmurkomen Mukomeno, Mukomeno, Mukomeno.... How many times did I  all you?? please leave ODM alone!!",0,0
Activekenyan,"@kipmurkomen Voting for Raila is like voting for UHURU'S 3rd term in office.
We will not allow uhuru to inherit himself its a taboo..",0,0
OkwaraRogers,@kipmurkomen If it could be the other way round you could not be yapping this way,0,0
AlfredMangata,@kipmurkomen Puppet or no puppet provided the command from sugoi doesn't occupy the house on the hill Kenya is on the safe hands,0,0
TommyTKe,@kipmurkomen Wewe inakuhusu aje 🤣🤣🤣,0,0
patricknjuguna,@kipmurkomen That is non-intelligent propaganda/rumors,0,0
ken_adera,@kipmurkomen https://t.co/R063j6ClK8,0,0
WagonSnr,"@kipmurkomen I WOULD NOT vote for Hon Raila Odinga, rightfully, but I'm sure He cannot be anyone's puppet. Hon Rail… https://t.co/92oU40UB80",0,0
GyanWahome,"@kipmurkomen After campaigning for 6 years undermining the President Influence on 2022 politics,now you have sudden… https://t.co/DSv3PedFyV",3,0
Mkenya248,"@kipmurkomen Ingekuwaje kama uhuru angepigia Ruto debe? @RailaOdinga  amekuwa kwa siasa kwa kipindi kirefu, kumwita… https://t.co/E6UNZW2Aru",0,0
asigo8_asigo,@kipmurkomen Now we know so what’s your advice to Kenyans: in who’s hands are we safe sir?,0,0
GERALDODERO8,@kipmurkomen So what?...,0,0
JAH_polo,"@kipmurkomen Isorite! Meanwhile, AZIMIO is the BIG thing! Mwelekeo ni Baba! Tuko safe na Baba! Inawezekana Baba!",0,0
chondohyahooco1,@kipmurkomen We don't care,0,0
BabaAshley3,@kipmurkomen Have you heard we in ODM complain? Why is it itching you? Can you concentrate with your hurubaronomics… https://t.co/xPKo6Kp9a0,0,0
misaiahk,"@kipmurkomen Since when did Raila son of Odinga become a puppet?
You should respect Baba",0,0
RyanM06726533,"@kipmurkomen My friend we are wiser than that,if he chose ruto would you say the same?",0,0
mailuthastephen,@kipmurkomen Sour grapes gerrrrrrr the hell ouuuuraaahia..Why the bitterness because Uhuru has not endorsed your husola bonoko,0,0
DansonM32907395,"@kipmurkomen Wewe usitoe siri zote, wacha wajikarange",0,0
kevorango,@kipmurkomen I think you'd have a lot to gain in this scenario which is why I'm finding it difficult to get your po… https://t.co/JLBmHNWQit,1,0
SamosaGarage,@kipmurkomen Sawa angalia apo pinned tweet kuna chakula you need some energy.,0,0
dhuluufikli,@kipmurkomen Baba is the fifth whether you like it or not,6,0
mwalili_timothy,@kipmurkomen We would even claim for his extension another 50 years as President as long as he appoints another Deputy President,0,0
D_odiero,@kipmurkomen Story za jaba hizi,0,0
Omashiqs,@kipmurkomen Sasa mnataka kulia?😂😂😂 cry babies https://t.co/YxRFfhYaCv,0,0
otuoma31,"@kipmurkomen Did ODM ask for your advise? They want to be minority, so what? You should be happy",0,0
JosephG11949868,"@kipmurkomen We have no problem with any arrangement provided Ruto will not be the 5th president come August 8th.
C… https://t.co/sgWQm82Zok",0,0
BobBrighton4,@kipmurkomen Jubilee is dead,0,0
CliffOmondi16,@kipmurkomen I see..you guys will do  a good job in opposition,0,0
nickkim968,"@kipmurkomen Promise after promise , promise after promise after promise after promise, yaani wamapromises",0,0
GkaranjaB,@kipmurkomen You are too wordy.  Words are used to hide the truth. You have cleverly hidden your worry behind you m… https://t.co/6k4xSqKfDQ,0,0
jeff_mwendwah,@kipmurkomen Shut up 🐱,0,0
shadrack_mumbe,@kipmurkomen We don't care,0,0
DavidDeekaris,@kipmurkomen Look this one here. DP started Campaigns in 2018 and has never stop at all. Let UHURU do his Thing Wea… https://t.co/m0VVJmWz36,0,0
JoshuaOchieng4,@kipmurkomen Thought you had God(or god)and the people. Why are you worried? Have the people changed their minds? Has your god deserted you?,0,0
King_David6325,"@kipmurkomen There is constitution that guides every move within the state , some of you politicians speak like the… https://t.co/fkoukCWYQs",1,0
agabonditi,@kipmurkomen So an extended reign through Raila means Raila will be the next president...kindly remember that is all we care,0,0
MwauTVET,@kipmurkomen I know IT IS FINISHED when I See @kipmurkomen ADVISING RAILA ODINGA and ODM. its kaput! MENE MENE TEKEL!,0,0
RobertKiwo,@kipmurkomen JUST LIKE WILLIAM RUTO IN 2013-2019,0,0
theguantai,@kipmurkomen It's doesn't matter,0,0
J254sha,"@kipmurkomen Just like your track record, 50 Billion, 100Billion nonsense, this won’t sell too! Uhuru has saved us the ruto project",0,0
bobjamwa,@kipmurkomen Have some respect why call Raila a puppet how will you feel if another leader calls you a WARTHOG?,0,0
GatubiJairis,@kipmurkomen Mount kenya region is worry of ruto because he might behave like moi. Sabotage the economy of the region,0,0
EagleTamed,"@kipmurkomen This is the attitude of cutthroat competition, among our leaders,",0,0
gsande57,"@kipmurkomen Your capacity to interpret events is proportionate to your IQ.
Your comments of late demonstrate a per… https://t.co/Xvc5j736OW",0,0
DancanMakori4,"@kipmurkomen You wanted the president to endorse your project,Mr 6 months????Weka Kwa lungs....Itaki hasira",1,0
ephy_nido,@kipmurkomen Kip nunua flower upelekea nani....Leo si siku ya uongo...,0,0
Am_Allano,@kipmurkomen Wait..wasn't Jubilee dead and buried again. .hahaha,0,0
Brinton30012311,"@kipmurkomen Machosi 😂😂
Lia kabisa
That's how you and URP sunk!",0,0
MokoroStephen,"@kipmurkomen Bro, inauma lakini inabidi uzoee",0,0
IsaacObuya,@kipmurkomen So before uda were his puppies,0,0
Njoroge_Joseph,"@kipmurkomen Sell your policy, Uhuru isn't a policy.Some of us won't leave him no matter you say about him. We know better. Talk about Uliam",0,0
okunguphil,@kipmurkomen Akili nikuskuma kwa wheelbarrow 😂😂😂😂😂,1,0
TunjeLugwe,@kipmurkomen Tukutane kwa debe wacha maneno,0,0
kinyuaj2020,"@kipmurkomen Senetor you have a direct nomination Uda ticket, does it mean Dp will be the Senetor in case he fails… https://t.co/LGWcQf6unS",0,0
ogudahbeshte,"@kipmurkomen Thank you for telling us romours,,,raila is the people's project, perhaps you've forgotten yangu kumi na yake kumi",1,0
okunguphil,@kipmurkomen 🤔😂😂😂😂😂😂😂mtalia Sana hadi opposition,0,0
EmmanuelEtori,"@kipmurkomen 😂😂 mtajua Raila ndio Mzee mmoja hapangwingwi.
Mtatii! Nitafute nikupee kazi ya kumwaga kokoto hapa Kia… https://t.co/Cj9RZ8vS85",0,0
dominicxowino,@kipmurkomen As long as Baba is the president,0,0
PrescottGhana1,@kipmurkomen I totally agree with you mweshimiwa 💯 And Sabina chege with his blinded crew can't see that they are just used as makanga's,0,0
oirongoamos,"@kipmurkomen Panua kinywa chako zaidi ya hapo,Kipchumba.Lakini Raila Odinga ndiye rais wako upende usipende.
The th… https://t.co/0b6WZxKxxq",1,0
TiakamoiJ,@kipmurkomen You are just consoling yourself,0,0
Onsate_Akora,@kipmurkomen We love our puppet go love  your wife,0,0
EngMokaya,@kipmurkomen Unaongea Umafi bro,0,0
JuliusNyakambi1,"@kipmurkomen The angel of death masquerading as a redeemer. The Ruto of YK 92, the plunder of National Bank of Keny… https://t.co/kLKUbIzYQt",3,0
lorraineakinyi,@kipmurkomen Loaby Fish Restaurant now has a location in Mini Mall Valley Arcade on Mbaazi Road you can now enjoy o… https://t.co/XTSogGj1c8,2,0
knashey,"@kipmurkomen Its very simple dont be bitter,  just tell people to vote for you and sell your agender...sasa mnakufa… https://t.co/XJhFF9YBvI",0,0
KenndK,"@kipmurkomen Our president is STILL YOUNG,SO Enthusiastic about His Work..He is at the TOP MOST of HIS TENURE.After… https://t.co/8n0evdqmLK",0,0
ssangala1,@kipmurkomen Sawa,1,0
manunutedfun,@kipmurkomen Mtalia mpaka 2027 hopping for another chance.... hiyo machozi yote mtatoa wapi?,0,0
KonkiLily,"@kipmurkomen Mulidai Hata Oburu Asimamie Kura mutashinda , mukasema hata Uhuru asupport Raila Mutashinda .. sasa duku duku ni ya nini",0,0
bundikotonya,"@kipmurkomen Ahh, the kenyan prophet has spoken....",1,0
OngusoN,@kipmurkomen .....#hatudanganyiki,0,0
erastuskarani,@kipmurkomen You have used so many words just to say Raila Will Be President. Many undecided voters will now vote f… https://t.co/oro638fHsD,5,0
Gachuhi18,@kipmurkomen Idiotic reasoning,0,0
SonToBadiah,@kipmurkomen Hasira tupu,0,0
RobinsonKwemoi3,@kipmurkomen Why worry about that..Go a head with your UDA nonsense...we shall meet after  August 9th,0,0
PATRICKNYERERE7,@kipmurkomen Utilise that Energy in UDA...why should it bother you?,0,0
okoth_japala,"@kipmurkomen There will be an election in August

Uhuru shall not be on the ballot

He shall present himself at the… https://t.co/K7pjHq6A9C",2,0
SteveBiko2021,"@kipmurkomen I thought you would be happy if Raila and ODM will not have the numbers. By the way , how does Mudavad… https://t.co/kQAImvNgWx",0,0
ondu_martin,@kipmurkomen Inauma but hakuna chenye utafanya 🤣😅,0,0
thomasorangi5,@kipmurkomen Bora baba aitwe rais...hayo mengine we don't care,0,0
benmarcoss,@kipmurkomen Oooliskia wapi,0,0
EGwijez,@kipmurkomen Regardless the narrative UDAku chooses Raila still the 5th,0,0
jamesmwangi49,"@kipmurkomen Raila is better than the sugoi thief, even better.",0,0
otienowolf,"@kipmurkomen You people completely miss the picture. Who needs ODM, UDM,UDA,UDP....if the country is running well??… https://t.co/Ir7EHHqdBf",0,0
byramlejah,@kipmurkomen Cry babies!,0,0
MuliroS,"@kipmurkomen Let us put it the other way around.
William ruto has partnered with weaker parties whose leaders canno… https://t.co/bLZenHVo2N",1,0
your_fuckmate,"@kipmurkomen Baana huu mlevi anafaa kumaliza term yake atoke,,anasumbua",1,0
clementjoshua_,"@kipmurkomen Please don't ignore me,my music career isn't paying me. 11 years now.and life seems difficult, please… https://t.co/BySBcihMQC",0,0
kaingaericmute2,@kipmurkomen Concentrate on UDAku leave jubilee a lone,1,0
B613Khalid,"@kipmurkomen I have never seen a competitor advising his adversary. Wow! You must love ODM so much. Ohh, Uhuru and… https://t.co/2m1sdTDFLQ",0,0
Mturuu1,@kipmurkomen You are in denial and you need help ASAP,1,0
MarionW07187781,@kipmurkomen Now am Sure whatever you that's between your ears is a saliva dispenser.Shonoka!!! https://t.co/5Zd1jIZIHx,2,0
FraiseDenis,"@kipmurkomen I thought you are a Law student. That line of thinking does not reflect on this, unless and otherwise.… https://t.co/Yx6jxegziX",0,0
BarakKbarake,@kipmurkomen I don't think you are right.Raila cannot be a puppet of anybody President included....this man is an i… https://t.co/WRHB1zzhG7,0,0
MimiMutsJr,@kipmurkomen Nonsense...!! Are these the plans you keep talking about eti mko nazo for Kenyans...? Wait for nomination bwana.,0,0
paul_kagame2,@kipmurkomen 🤣🤣 i still don't know what's bothering udaku team with the raila issue..they have God and numbers agai… https://t.co/xQbebCeZG2,0,0
iglbert,"@kipmurkomen I'll be voting Raila on the 9th August, not because he's the best candidate but because he's not an hy… https://t.co/bQMJ9cX2Mp",1,0
Steve_OKA24,@kipmurkomen https://t.co/HwcjY3Lluf,0,0
MuchilwaAlex,@kipmurkomen Sasa unataka kulia,0,0
otienowolf,@kipmurkomen Some of us don't care for as long as there is stability and development in the country.,0,0
GeoffreyOtogo,@kipmurkomen So what Bwana Kipchumba??Ridhika na opposition bro. Now atleast you have agreed Baba will be president… https://t.co/aMLxMxpPhb,0,0
joashonse,@kipmurkomen Hakuna shida.... Wewe concentrate with udakuparty.... We are in Azimio to stay and extend even KIBAKI'… https://t.co/sqGuhrYHZj,1,0
morriskagawa,@kipmurkomen thank you for the information jubilee spokesperson,0,0
AimOdhiambo,@kipmurkomen Look who's calling Raila a puppet 👀,0,0
Kiangazi2,"@kipmurkomen Meza jembe ndugu, level yako ya uchungu imepita kumeza wembe!",0,0
_WinstonEric,"@kipmurkomen Honest question, would you have said the same if he honoured his ""mimi kumi, Ruto kumi"" promise?",0,0
BonfaceChungul2,"@kipmurkomen Puppet ni mama yako,,, idiot",0,0
TRIPLE_3_M,"@kipmurkomen Had he supported Ruto, what would he be?",0,0
macharialink,"@kipmurkomen I thought you said ALL the Jubilee PMs moved to UDA?! 

Ama kweli maajabu hayaishi Kenya hii",3,0
z_oreng1,@kipmurkomen Point taken but why don't you mind your business in STEALING!,0,0
Ganviehz,@kipmurkomen Another lie please?,2,0
munduwakiringa,@kipmurkomen Asante kwa kutuibia siri...lakini...kiuliso tu...yanakuhusu vipi na ni nyinyi mtashinda? Ama mtakuwa n… https://t.co/itlnh2LM8T,0,0
DebraWachiuri,@kipmurkomen 🚮🚮,1,0
JapharyLive,@kipmurkomen Hatujali nyinyi mshaiba,0,0
MykKioko,@kipmurkomen This kind of Man can't lecture me 🤣🤣🤣 https://t.co/iIR5bqApYU,0,0
SeriiAlex,@kipmurkomen You are right.,0,0
elijahnomondi,"@kipmurkomen Talking like an Opposition chief in waiting, I like your comedy. Be ready!",0,0
FredObach254,@kipmurkomen Sawa mkuu,0,0
Titymosoti,@kipmurkomen Hiyo puppet ndio tunataka sisi,0,0
WilliamMutama,"@kipmurkomen Because you think Raila is a toddler in politricks?
Wacha hasira, Shika kazi ingine nanii..... https://t.co/W2rN3H7URg",25,3
_odhiz,"@kipmurkomen Ni Azimio la Umoja, Kipchumba",1,0
robert_sobukwe,@kipmurkomen Why take Panadol for someone's pain?,2,0
OyagiPius,@kipmurkomen We don't care as long as BABA is president,0,0
abchun_abdi,@kipmurkomen Who cares bro ?,2,0
JelawCarrington,@kipmurkomen And how is that a commoner's problem? Till when shall the problems of the rich concern the walala hoi?,0,0
tintomit2,@kipmurkomen Hio ni yako,1,0
tchemjor,@kipmurkomen After a disastrous Jayden's tenure. Do you think anyone can be elected under Jubilee party?,0,0
IGNateM,@kipmurkomen We don't care. We have been voting for this project since 2007. We will resoundingly vote him again. M… https://t.co/rlO8G7FZXx,1,1
kimani_kev,@kipmurkomen No problem  all we need is the big seat,0,0
gichingaboy,@kipmurkomen Tumiaaa https://t.co/C51XVeo4NG,0,0
musundip,@kipmurkomen You overflew this disaster zone and had the audacity to report it without seeking help for victims. In… https://t.co/pbTM6ZVUWM,2,0
PaulAuko4,"@kipmurkomen That puppet you're mentioning helped to finish your education, that puppet made to a politician you're… https://t.co/geqvLcqYjk",0,0
mutarahiti,"@kipmurkomen Sir Mukomeni ,does this add value to the kenya kwanja manibesto.Just wondering since if your manibesto… https://t.co/8CnDlEDqEv",0,0
simbikhiliah,@kipmurkomen We don't care as long as  those negroes don't get into power...,0,0
john_giks,@kipmurkomen One word for the alternative to this: UNTHINKABLE!,0,0
albertbett11,@kipmurkomen mheshimiwa kwani kuna puppet wako amepotea?,0,0
Bullyen16824708,@kipmurkomen Vote for Raila vote for Uhuru,1,0
AngukaMaurice,@kipmurkomen Do we look moved by your sentiments?,0,0
Nairobian047,"@kipmurkomen Yaani, @kipmurkomen you have enough energy to see the speck in Azimio’s eye, and not see the log in UDAku’s?",0,0
GiravoyaB,@kipmurkomen ODM is an ideology and institution with a clear mandate and objectives;a special purpose vehicle that… https://t.co/x0LRCfTXNh,0,0
itsLex777,"@kipmurkomen Please help me get 10k subscribers, I make epic, cinematic, and emotional instrumental music. 

https://t.co/Ewy8DzdGwS",0,0
NgigiP2037,@kipmurkomen Raila Odinga can take care of himself. There's room for another handshake after August for the good of the country.,0,0
PEshiminywi,@kipmurkomen MurkoMeno acha porojo,0,0
musundip,@kipmurkomen Stick to your LANE https://t.co/KCqnRnB0QJ,0,0
h_khatta,"@kipmurkomen And it's non of your business.
Raila Amolo Odinga has never been a puppet he is Our Project. We shall sponsor him hadi mwisho.",0,0
lamar77502056,@kipmurkomen Sasa unataka kulia😂😂,0,0
MogesaNyakundi,@kipmurkomen Bora baba hawe president hiyo kelele ingine we don't care,1,0
Kevinzsam,@kipmurkomen Hiyo ni maoni pia,0,0
Mnyorejoseph,@kipmurkomen We have no problem with that as long as Raila is the president and Ruto is the chief opposition hasula...,0,0
noahYNWA,@kipmurkomen It's u who is stating with one vote....,0,0
OOdouble,@kipmurkomen Don't worry. ODM knows how to handle her business. Concentrate on UDA. Calling a man who got about 7m… https://t.co/9hbFz7cudG,0,0
sanyatonny1,"@kipmurkomen Woiee, you sound worried.🤷",0,0
GGodiah,@kipmurkomen Jubilee is weakening Raila. Uhuru is supporting Ruto and other stories.,0,0
jaduongbigi,@kipmurkomen Would that be the case in the UHURUTO arrangement of 10+10 if it could have seen the light of the day… https://t.co/MWxmRScLyd,0,0
jepvivy73,"@kipmurkomen 🤣🤣🤣🤣🤣🤸‍♂️🤸‍♂️🤸‍♂️you  a huge problem  murkomen 
Just swallow and  focus on UDA the wheelbarrow",0,0
mlesterh,"@kipmurkomen Raila has never been anyone's puppet and he will never be....not Moi, not Kibaki and definitely not Uh… https://t.co/wWMMm0r6tH",4,1
RevoltKenya,@kipmurkomen I thought you wanted ODM to fail?,0,0
stevebi04270326,@kipmurkomen Sasa tukupeee dental formula mpya ama,0,0
sasaka_vee,@kipmurkomen You guys try too much 😃,0,0
buggirah,@kipmurkomen Na uko na machungu bradhe piga tu siasa safi uombe kura nyinyi ni wale wakuchomea wenzenyu ndio mchukue madem wao...🤣🤣🤣,0,0
kennedy_okore,@kipmurkomen Dynasty Vs hustlers failed. You've coined another silly statement. Bure kabisa.,0,0
jackTMwangi1,@kipmurkomen Don’t worry Kijana he will soon support Ruto to make you happy ..,0,0
KashuruE,"@kipmurkomen Migori -8
Kisumu - 8
H. Bay - 8
Siaya - 6
Busia - 7
Mombasa - 7
Kilifi - 7
Kakamega - 5
RV - 10
Nairob… https://t.co/1mDGZYM9Sd",0,0
JosephGithua8,@kipmurkomen Also since when did you start predicting 30 seats here 40 there...man you are in panick mode. Slow down,0,0
RabalaOndiek,@kipmurkomen So what! There is nothing wrong with Uhuru still being in leadership post 2022. Mind your own business!,2,0
Vokevin5,@kipmurkomen Go tell your wife,0,0
NjangoCaroline,"@kipmurkomen ⭕⭕WORK FROM HOME‼‼

Are you always online on WATSAPP, FACEBOOK INSTAGRAM or TWITTER for 2-3 HOURS a da… https://t.co/XHrqJpZUcw",0,0
joeamanon,@kipmurkomen Why should this concern you?,0,0
John_msee,@kipmurkomen So you care about @TheODMparty ? Haha 🤣,0,0
IndaPascal,@kipmurkomen Hiyo ni yako,1,0
NjokiNgugi7,@kipmurkomen Pillipili isiyokula ya inakusumbua kwanini nkt,0,0
michaelomoto4,"@kipmurkomen Saa hii mmeacha kusema mko na MUNGU na PEOPLE, saa hii ni kuitana opponent majina, 😂😂😂. Saa hii mara U… https://t.co/9BFYW7A9jZ",0,0
RuitaYG,@kipmurkomen Is this clear indication that Raila will surely become the 5th senator? It seems you are certain he wi… https://t.co/8vjaPeX9fJ,0,0
jaokojohnmark,@kipmurkomen Keep crying,0,0
Okusimbaip,@kipmurkomen We are very much ready to elect the perpet so don't waste your precious time Mr.,0,0
DanielKhayumbi,@kipmurkomen Shughulikia chama chako wachana na uhuru,0,0
ManasOmollo,"@kipmurkomen Ataukatoa meno yote in protest, PREPARE!!! https://t.co/4GSTbJMa2F",1,1
Wilsonwanjau3,"@kipmurkomen Murkooomeni listen Obama supported Biden American now is a continuation of the Obama vision. 

Why do… https://t.co/YQ8fraIwmv",1,0
NjokiNgugi7,@kipmurkomen i think you shouldvbe concerned about uda hii ingine ni porojo. Wakenya ndio tutamua,0,0
DanOndik,"@kipmurkomen Omera how many times you political conmen will change your Uhuru-Raila theory.?! Like Satan you are, y… https://t.co/2S8HEVaF1Q",1,1
EvansOire,"@kipmurkomen Here in twitter, pple have a fixed mind already, like most of see you Sen. as a ""tweeter bag""... nothi… https://t.co/gM7bDzpw9p",0,0
WagallahJoel,@kipmurkomen Really bradhee.....Is there any other national party in Kenya other than ODM and in the history of RAO… https://t.co/Q0mTCseAAY,0,0
odanoe16,@kipmurkomen Bwana senator hizo uongo zimekondakonda achana nazo,0,0
dimapritt,@kipmurkomen Ruta vs MDVD and Weta https://t.co/KzpW96vPyr,1,0
WachiaEdwin,@kipmurkomen If he can do that within the constitution so be it!,0,0
